anon_id,year,TPpW,percentage_RT,RTpW,TpW,NDLW,classification
user_1480,2012,52,52,27.04,24.96,6,Organic
user_1481,2018,52,87,45.24,6.76,7,Organic
user_1482,2009,52,99,51.48,0.52,7,Organic
user_1483,2009,51,100,51,0,7,Organic
user_1484,2016,51,61,31.11,19.89,7,Organic
user_1485,2018,51,2,1.02,49.98,7,Organic
user_1486,2012,51,93,47.43,3.57,7,Organic
user_1487,2011,50,92,46,4,7,Organic
user_1488,2012,50,81,40.5,9.5,7,Organic
user_1489,2020,50,1,0.5,49.5,7,Organic
user_1490,2013,50,99,49.5,0.5,7,Organic
user_1491,2009,50,59,29.5,20.5,7,Organic
user_1492,2010,50,95,47.5,2.5,7,Organic
user_1493,2011,50,97,48.5,1.5,7,Organic
user_1494,2019,50,22,11,39,7,Organic
user_1495,2010,49,100,49,0,7,Organic
user_1496,2009,49,95,46.55,2.45,7,Organic
user_1497,2010,49,58,28.42,20.58,7,Organic
user_1498,2009,49,97,47.53,1.47,7,Organic
user_1499,2016,49,100,49,0,7,Organic
user_1500,2017,48,74,35.52,12.48,4,Organic
user_1501,2009,48,96,46.08,1.92,7,Organic
user_1502,2018,48,66,31.68,16.32,7,Organic
user_1503,2011,48,83,39.84,8.16,7,Organic
user_1504,2016,48,100,48,0,7,Organic
user_1505,2017,48,100,48,0,7,Organic
user_1506,2018,48,99,47.52,0.48,7,Organic
user_1507,2011,47,71,33.37,13.63,7,Organic
user_1508,2009,47,23,10.81,36.19,7,Organic
user_1509,2017,47,90,42.3,4.7,7,Organic
user_1510,2018,47,99,46.53,0.47,7,Organic
user_1511,2010,47,98,46.06,0.94,7,Organic
user_1512,2010,47,77,36.19,10.81,7,Organic
user_1513,2012,47,62,29.14,17.86,7,Organic
user_1514,2019,47,96,45.12,1.88,7,Organic
user_1515,2019,47,76,35.72,11.28,7,Organic
user_1516,2013,47,18,8.46,38.54,6,Organic
user_1517,2015,47,78,36.66,10.34,7,Organic
user_1518,2009,46,72,33.12,12.88,7,Organic
user_1519,2018,46,93,42.78,3.22,7,Organic
user_1520,2014,46,78,35.88,10.12,7,Organic
user_1521,2014,46,96,44.16,1.84,7,Organic
user_1522,2011,46,94,43.24,2.76,7,Organic
user_1523,2011,46,96,44.16,1.84,7,Organic
user_1524,2019,46,93,42.78,3.22,7,Organic
user_1525,2010,45,83,37.35,7.65,7,Organic
user_1526,2012,45,85,38.25,6.75,7,Organic
user_1527,2011,45,44,19.8,25.2,7,Organic
user_1528,2013,45,60,27,18,7,Organic
user_1529,2019,45,62,27.9,17.1,7,Organic
user_1530,2014,45,94,42.3,2.7,7,Organic
user_1531,2010,45,81,36.45,8.55,7,Organic
user_1532,2009,45,70,31.5,13.5,7,Organic
user_1533,2010,45,52,23.4,21.6,7,Organic
user_1534,2018,44,96,42.24,1.76,3,Organic
user_1535,2010,44,70,30.8,13.2,7,Organic
user_1536,2013,44,89,39.16,4.84,7,Organic
user_1537,2010,44,92,40.48,3.52,7,Organic
user_1538,2010,44,93,40.92,3.08,7,Organic
user_1539,2010,43,99,42.57,0.43,7,Organic
user_1540,2009,43,19,8.17,34.83,7,Organic
user_1541,2010,43,88,37.84,5.16,7,Organic
user_1542,2013,43,90,38.7,4.3,7,Organic
user_1543,2014,43,56,24.08,18.92,7,Organic
user_1544,2010,43,67,28.81,14.19,7,Organic
user_1545,2011,43,82,35.26,7.74,7,Organic
user_1546,2007,43,82,35.26,7.74,7,Organic
user_1547,2009,42,100,42,0,7,Organic
user_1548,2011,42,30,12.6,29.4,7,Organic
user_1549,2010,42,75,31.5,10.5,7,Organic
user_1550,2011,42,79,33.18,8.82,7,Organic
user_1551,2010,42,100,42,0,7,Organic
user_1552,2014,42,26,10.92,31.08,7,Organic
user_1553,2010,42,61,25.62,16.38,7,Organic
user_1554,2009,42,90,37.8,4.2,6,Organic
user_1555,2011,42,98,41.16,0.84,4,Organic
user_1556,2010,42,55,23.1,18.9,7,Organic
user_1557,2010,42,89,37.38,4.62,7,Organic
user_1558,2011,42,66,27.72,14.28,7,Organic
user_1559,2010,42,79,33.18,8.82,7,Organic
user_1560,2018,42,45,18.9,23.1,7,Organic
user_1561,2018,42,100,42,0,7,Organic
user_1562,2014,40,86,34.4,5.6,7,Organic
user_1563,2018,40,97,38.8,1.2,7,Organic
user_1564,2010,40,70,28,12,7,Organic
user_1565,2011,40,88,35.2,4.8,7,Organic
user_1566,2013,40,94,37.6,2.4,7,Organic
user_1567,2009,39,100,39,0,7,Organic
user_1568,2012,39,92,35.88,3.12,7,Organic
user_1569,2014,39,70,27.3,11.7,7,Organic
user_1570,2017,39,100,39,0,7,Organic
user_1571,2011,39,27,10.53,28.47,7,Organic
user_1572,2009,39,59,23.01,15.99,7,Organic
user_1573,2013,39,82,31.98,7.02,6,Organic
user_1574,2012,39,100,39,0,2,Organic
user_1575,2010,39,50,19.5,19.5,7,Organic
user_1576,2009,38,38,14.44,23.56,7,Organic
user_1577,2012,38,96,36.48,1.52,7,Organic
user_1578,2017,38,72,27.36,10.64,7,Organic
user_1579,2010,38,40,15.2,22.8,7,Organic
user_1580,2009,38,35,13.3,24.7,7,Organic
user_1581,2010,38,99,37.62,0.38,7,Organic
user_1582,2012,38,98,37.24,0.76,7,Organic
user_1583,2018,38,97,36.86,1.14,7,Organic
user_1584,2020,38,25,9.5,28.5,7,Organic
user_1585,2010,38,38,14.44,23.56,7,Organic
user_1586,2010,38,88,33.44,4.56,8,Organic
user_1587,2018,38,98,37.24,0.76,5,Organic
user_1588,2012,38,89,33.82,4.18,7,Organic
user_1589,2013,38,84,31.92,6.08,7,Organic
user_1590,2012,38,3,1.14,36.86,7,Organic
user_1591,2015,37,98,36.26,0.74,7,Organic
user_1592,2010,37,84,31.08,5.92,6,Organic
user_1593,2010,36,86,30.96,5.04,7,Organic
user_1594,2009,36,99,35.64,0.36,3,Organic
user_1595,2014,36,92,33.12,2.88,7,Organic
user_1596,2013,36,76,27.36,8.64,7,Organic
user_1597,2010,36,45,16.2,19.8,7,Organic
user_1598,2017,36,91,32.76,3.24,7,Organic
user_1599,2017,36,91,32.76,3.24,6,Organic
user_1600,2014,35,96,33.6,1.4,7,Organic
user_1601,2018,35,79,27.65,7.35,5,Organic
user_1602,2010,35,92,32.2,2.8,5,Organic
user_1603,2018,35,96,33.6,1.4,7,Organic
user_1604,2010,35,40,14,21,7,Organic
user_1605,2010,35,99,34.65,0.35,7,Organic
user_1606,2010,35,100,35,0,7,Organic
user_1607,2010,34,99,33.66,0.34,6,Organic
user_1608,2012,34,100,34,0,6,Organic
user_1609,2013,34,69,23.46,10.54,7,Organic
user_1610,2018,34,94,31.96,2.04,4,Organic
user_1611,2015,33,100,33,0,7,Organic
user_1612,2008,33,99,32.67,0.33,7,Organic
user_1613,2013,33,56,18.48,14.52,7,Organic
user_1614,2017,33,100,33,0,6,Organic
user_1615,2012,33,96,31.68,1.32,4,Organic
user_1616,2010,33,94,31.02,1.98,7,Organic
user_1617,2013,33,100,33,0,7,Organic
user_1618,2011,33,57,18.81,14.19,7,Organic
user_1619,2017,33,100,33,0,4,Organic
user_1620,2010,33,97,32.01,0.99,7,Organic
user_1621,2007,33,72,23.76,9.24,7,Organic
user_1622,2010,33,98,32.34,0.66,7,Organic
user_1623,2018,33,98,32.34,0.66,6,Organic
user_1624,2016,33,87,28.71,4.29,7,Organic
user_1625,2010,33,91,30.03,2.97,7,Organic
user_1626,2014,33,75,24.75,8.25,7,Organic
user_1627,2009,32,72,23.04,8.96,7,Organic
user_1628,2017,32,75,24,8,1,Organic
user_1629,2010,32,100,32,0,7,Organic
user_1630,2018,32,97,31.04,0.96,7,Organic
user_1631,2019,31,85,26.35,4.65,6,Organic
user_1632,2010,31,83,25.73,5.27,7,Organic
user_1633,2019,30,58,17.4,12.6,7,Organic
user_1634,2015,30,74,22.2,7.8,7,Organic
user_1635,2012,30,78,23.4,6.6,7,Organic
user_1636,2011,30,72,21.6,8.4,7,Organic
user_1637,2018,29,100,29,0,7,Organic
user_1638,2018,29,95,27.55,1.45,7,Organic
user_1639,2015,29,98,28.42,0.58,7,Organic
user_1640,2011,29,99,28.71,0.29,7,Organic
user_1641,2014,29,96,27.84,1.16,4,Organic
user_1642,2010,29,87,25.23,3.77,7,Organic
user_1643,2010,29,91,26.39,2.61,7,Organic
user_1644,2010,28,51,14.28,13.72,7,Organic
user_1645,2013,28,67,18.76,9.24,7,Organic
user_1646,2009,27,94,25.38,1.62,5,Organic
user_1647,2012,27,93,25.11,1.89,7,Organic
user_1648,2018,27,86,23.22,3.78,7,Organic
user_1649,2017,27,99,26.73,0.27,7,Organic
user_1650,2012,27,47,12.69,14.31,7,Organic
user_1651,2010,27,80,21.6,5.4,7,Organic
user_1652,2010,27,89,24.03,2.97,7,Organic
user_1653,2012,27,76,20.52,6.48,7,Organic
user_1654,2010,27,98,26.46,0.54,7,Organic
user_1655,2009,26,71,18.46,7.54,7,Organic
user_1656,2015,26,98,25.48,0.52,7,Organic
user_1657,2016,26,0,0,26,7,Organic
user_1658,2012,26,98,25.48,0.52,6,Organic
user_1659,2012,26,99,25.74,0.26,7,Organic
user_1660,2010,26,87,22.62,3.38,7,Organic
user_1661,2011,26,95,24.7,1.3,7,Organic
user_1662,2013,26,84,21.84,4.16,7,Organic
user_1663,2010,25,95,23.75,1.25,7,Organic
user_1664,2018,25,78,19.5,5.5,7,Organic
user_1665,2015,25,88,22,3,7,Organic
user_1666,2020,25,35,8.75,16.25,7,Organic
user_1667,2013,25,88,22,3,7,Organic
user_1668,2009,25,95,23.75,1.25,7,Organic
user_1669,2010,25,71,17.75,7.25,7,Organic
user_1670,2016,25,70,17.5,7.5,7,Organic
user_1671,2009,25,99,24.75,0.25,7,Organic
user_1672,2010,25,75,18.75,6.25,7,Organic
user_1673,2012,25,77,19.25,5.75,7,Organic
user_1674,2012,25,72,18,7,7,Organic
user_1675,2010,25,39,9.75,15.25,7,Organic
user_1676,2009,24,74,17.76,6.24,7,Organic
user_1677,2009,24,78,18.72,5.28,7,Organic
user_1678,2011,24,93,22.32,1.68,7,Organic
user_1679,2019,24,100,24,0,5,Organic
user_1680,2010,24,34,8.16,15.84,7,Organic
user_1681,2012,24,99,23.76,0.24,7,Organic
user_1682,2017,24,100,24,0,7,Organic
user_1683,2018,24,97,23.28,0.72,7,Organic
user_1684,2019,24,43,10.32,13.68,7,Organic
user_1685,2010,24,100,24,0,7,Organic
user_1686,2012,24,98,23.52,0.48,7,Organic
user_1687,2010,24,99,23.76,0.24,7,Organic
user_1688,2011,24,71,17.04,6.96,7,Organic
user_1689,2015,23,92,21.16,1.84,7,Organic
user_1690,2011,23,90,20.7,2.3,7,Organic
user_1691,2012,23,95,21.85,1.15,7,Organic
user_1692,2017,23,99,22.77,0.23,5,Organic
user_1693,2010,23,98,22.54,0.46,5,Organic
user_1694,2010,23,76,17.48,5.52,5,Organic
user_1695,2019,23,35,8.05,14.95,5,Organic
user_1696,2010,22,42,9.24,12.76,7,Organic
user_1697,2009,22,65,14.3,7.7,3,Organic
user_1698,2011,22,82,18.04,3.96,7,Organic
user_1699,2010,22,45,9.9,12.1,7,Organic
user_1700,2010,22,90,19.8,2.2,7,Organic
user_1701,2013,22,53,11.66,10.34,7,Organic
user_1702,2011,22,72,15.84,6.16,7,Organic
user_1703,2010,22,70,15.4,6.6,7,Organic
user_1704,2017,21,77,16.17,4.83,7,Organic
user_1705,2015,21,87,18.27,2.73,3,Organic
user_1706,2020,21,9,1.89,19.11,7,Organic
user_1707,2011,21,76,15.96,5.04,7,Organic
user_1708,2019,21,78,16.38,4.62,5,Organic
user_1709,2010,21,89,18.69,2.31,7,Organic
user_1710,2018,21,33,6.93,14.07,7,Organic
user_1711,2012,21,59,12.39,8.61,7,Organic
user_1712,2011,21,46,9.66,11.34,7,Organic
user_1713,2020,20,22,4.4,15.6,7,Organic
user_1714,2010,20,78,15.6,4.4,7,Organic
user_1715,2010,20,87,17.4,2.6,7,Organic
user_1716,2011,20,21,4.2,15.8,7,Organic
user_1717,2018,20,95,19,1,2,Organic
user_1718,2018,20,30,6,14,7,Organic
user_1719,2014,20,94,18.8,1.2,7,Organic
user_1720,2009,19,100,19,0,7,Organic
user_1721,2015,19,99,18.81,0.19,2,Organic
user_1722,2012,19,86,16.34,2.66,7,Organic
user_1723,2019,19,99,18.81,0.19,7,Organic
user_1724,2009,19,49,9.31,9.69,7,Organic
user_1725,2014,19,73,13.87,5.13,7,Organic
user_1726,2010,19,81,15.39,3.61,7,Organic
user_1727,2018,19,99,18.81,0.19,7,Organic
user_1728,2011,19,41,7.79,11.21,7,Organic
user_1729,2011,19,14,2.66,16.34,6,Organic
user_1730,2018,19,86,16.34,2.66,7,Organic
user_1731,2020,19,90,17.1,1.9,6,Organic
user_1732,2010,19,98,18.62,0.38,7,Organic
user_1733,2013,19,72,13.68,5.32,7,Organic
user_1734,2017,18,8,1.44,16.56,7,Organic
user_1735,2014,18,24,4.32,13.68,7,Organic
user_1736,2011,18,64,11.52,6.48,4,Organic
user_1737,2015,18,66,11.88,6.12,7,Organic
user_1738,2017,18,79,14.22,3.78,7,Organic
user_1739,2010,18,90,16.2,1.8,7,Organic
user_1740,2011,18,80,14.4,3.6,7,Organic
user_1741,2014,18,99,17.82,0.18,5,Organic
user_1742,2012,18,79,14.22,3.78,7,Organic
user_1743,2009,18,85,15.3,2.7,7,Organic
user_1744,2010,18,83,14.94,3.06,7,Organic
user_1745,2010,18,99,17.82,0.18,7,Organic
user_1746,2011,18,78,14.04,3.96,7,Organic
user_1747,2015,18,100,18,0,7,Organic
user_1748,2018,17,7,1.19,15.81,7,Organic
user_1749,2014,17,99,16.83,0.17,7,Organic
user_1750,2018,17,80,13.6,3.4,7,Organic
user_1751,2017,17,100,17,0,4,Organic
user_1752,2011,17,98,16.66,0.34,7,Organic
user_1753,2010,17,83,14.11,2.89,7,Organic
user_1754,2017,17,70,11.9,5.1,4,Organic
user_1755,2017,17,97,16.49,0.51,6,Organic
user_1756,2010,17,100,17,0,5,Organic
user_1757,2018,17,46,7.82,9.18,7,Organic
user_1758,2012,17,1,0.17,16.83,6,Organic
user_1759,2013,17,100,17,0,2,Organic
user_1760,2009,17,75,12.75,4.25,7,Organic
user_1761,2011,17,98,16.66,0.34,7,Organic
user_1762,2016,17,94,15.98,1.02,6,Organic
user_1763,2009,17,86,14.62,2.38,7,Organic
user_1764,2017,17,100,17,0,7,Organic
user_1765,2015,16,82,13.12,2.88,7,Organic
user_1766,2010,16,84,13.44,2.56,7,Organic
user_1767,2015,16,99,15.84,0.16,4,Organic
user_1768,2010,16,94,15.04,0.96,7,Organic
user_1769,2009,16,96,15.36,0.64,7,Organic
user_1770,2012,16,100,16,0,7,Organic
user_1771,2012,16,75,12,4,7,Organic
user_1772,2015,16,86,13.76,2.24,7,Organic
user_1773,2011,16,97,15.52,0.48,7,Organic
user_1774,2013,16,2,0.32,15.68,7,Organic
user_1775,2013,16,88,14.08,1.92,7,Organic
user_1776,2011,16,68,10.88,5.12,7,Organic
user_1777,2017,16,48,7.68,8.32,7,Organic
user_1778,2020,16,84,13.44,2.56,7,Organic
user_1779,2009,16,10,1.6,14.4,7,Organic
user_1780,2013,15,99,14.85,0.15,1,Organic
user_1781,2018,15,5,0.75,14.25,7,Organic
user_1782,2010,15,81,12.15,2.85,7,Organic
user_1783,2013,15,54,8.1,6.9,7,Organic
user_1784,2019,15,10,1.5,13.5,7,Organic
user_1785,2013,15,98,14.7,0.3,7,Organic
user_1786,2009,15,100,15,0,7,Organic
user_1787,2011,15,95,14.25,0.75,3,Organic
user_1788,2011,15,98,14.7,0.3,7,Organic
user_1789,2010,15,71,10.65,4.35,7,Organic
user_1790,2011,15,30,4.5,10.5,7,Organic
user_1791,2019,15,89,13.35,1.65,7,Organic
user_1792,2014,15,100,15,0,7,Organic
user_1793,2010,15,96,14.4,0.6,7,Organic
user_1794,2011,15,92,13.8,1.2,7,Organic
user_1795,2010,15,79,11.85,3.15,7,Organic
user_1796,2011,15,70,10.5,4.5,7,Organic
user_1797,2019,15,96,14.4,0.6,7,Organic
user_1798,2019,15,88,13.2,1.8,7,Organic
user_1799,2019,14,83,11.62,2.38,1,Organic
user_1800,2015,14,98,13.72,0.28,3,Organic
user_1801,2012,14,91,12.74,1.26,7,Organic
user_1802,2015,14,89,12.46,1.54,7,Organic
user_1803,2010,14,100,14,0,7,Organic
user_1804,2015,14,97,13.58,0.42,7,Organic
user_1805,2008,14,92,12.88,1.12,7,Organic
user_1806,2009,14,17,2.38,11.62,7,Organic
user_1807,2011,14,98,13.72,0.28,5,Organic
user_1808,2016,14,94,13.16,0.84,7,Organic
user_1809,2012,14,82,11.48,2.52,7,Organic
user_1810,2010,14,51,7.14,6.86,7,Organic
user_1811,2018,14,86,12.04,1.96,7,Organic
user_1812,2012,14,92,12.88,1.12,7,Organic
user_1813,2014,14,66,9.24,4.76,7,Organic
user_1814,2011,14,52,7.28,6.72,7,Organic
user_1815,2018,14,0,0,14,6,Organic
user_1816,2011,14,94,13.16,0.84,7,Organic
user_1817,2010,14,99,13.86,0.14,7,Organic
user_1818,2011,14,97,13.58,0.42,7,Organic
user_1819,2009,14,94,13.16,0.84,7,Organic
user_1820,2018,14,0,0,14,7,Organic
user_1821,2010,14,72,10.08,3.92,7,Organic
user_1822,2014,14,82,11.48,2.52,7,Organic
user_1823,2013,13,89,11.57,1.43,4,Organic
user_1824,2011,13,83,10.79,2.21,7,Organic
user_1825,2010,13,13,1.69,11.31,7,Organic
user_1826,2011,13,65,8.45,4.55,7,Organic
user_1827,2012,13,68,8.84,4.16,7,Organic
user_1828,2009,13,92,11.96,1.04,7,Organic
user_1829,2018,13,94,12.22,0.78,7,Organic
user_1830,2018,13,31,4.03,8.97,7,Organic
user_1831,2009,13,75,9.75,3.25,7,Organic
user_1832,2011,13,36,4.68,8.32,7,Organic
user_1833,2012,13,89,11.57,1.43,7,Organic
user_1834,2013,13,99,12.87,0.13,7,Organic
user_1835,2018,13,56,7.28,5.72,7,Organic
user_1836,2014,13,60,7.8,5.2,7,Organic
user_1837,2019,13,61,7.93,5.07,7,Organic
user_1838,2018,13,18,2.34,10.66,7,Organic
user_1839,2011,13,100,13,0,7,Organic
user_1840,2014,12,2,0.24,11.76,7,Organic
user_1841,2009,12,66,7.92,4.08,7,Organic
user_1842,2011,12,99,11.88,0.12,7,Organic
user_1843,2010,12,97,11.64,0.36,2,Organic
user_1844,2009,12,46,5.52,6.48,7,Organic
user_1845,2017,12,55,6.6,5.4,4,Organic
user_1846,2013,12,54,6.48,5.52,7,Organic
user_1847,2013,12,79,9.48,2.52,7,Organic
user_1848,2016,12,43,5.16,6.84,7,Organic
user_1849,2014,12,93,11.16,0.84,7,Organic
user_1850,2010,12,94,11.28,0.72,7,Organic
user_1851,2010,12,97,11.64,0.36,7,Organic
user_1852,2010,12,37,4.44,7.56,7,Organic
user_1853,2018,12,88,10.56,1.44,7,Organic
user_1854,2014,12,70,8.4,3.6,7,Organic
user_1855,2016,12,50,6,6,7,Organic
user_1856,2014,12,98,11.76,0.24,7,Organic
user_1857,2017,12,97,11.64,0.36,7,Organic
user_1858,2010,12,95,11.4,0.6,6,Organic
user_1859,2017,12,64,7.68,4.32,7,Organic
user_1860,2010,12,84,10.08,1.92,7,Organic
user_1861,2019,12,97,11.64,0.36,7,Organic
user_1862,2010,12,99,11.88,0.12,7,Organic
user_1863,2011,11,94,10.34,0.66,1,Organic
user_1864,2018,11,87,9.57,1.43,7,Organic
user_1865,2011,11,87,9.57,1.43,7,Organic
user_1866,2010,11,100,11,0,7,Organic
user_1867,2011,11,77,8.47,2.53,7,Organic
user_1868,2011,11,83,9.13,1.87,7,Organic
user_1869,2018,11,73,8.03,2.97,2,Organic
user_1870,2012,11,72,7.92,3.08,7,Organic
user_1871,2011,11,97,10.67,0.33,7,Organic
user_1872,2012,11,27,2.97,8.03,7,Organic
user_1873,2020,11,98,10.78,0.22,5,Organic
user_1874,2010,11,49,5.39,5.61,6,Organic
user_1875,2016,11,81,8.91,2.09,7,Organic
user_1876,2010,11,60,6.6,4.4,7,Organic
user_1877,2014,11,73,8.03,2.97,7,Organic
user_1878,2011,11,94,10.34,0.66,7,Organic
user_1879,2011,11,98,10.78,0.22,6,Organic
user_1880,2013,11,98,10.78,0.22,7,Organic
user_1881,2011,10,91,9.1,0.9,7,Organic
user_1882,2018,10,98,9.8,0.2,3,Organic
user_1883,2014,10,40,4,6,7,Organic
user_1884,2019,9.7,99,9.603,0.097,7,Organic
user_1885,2010,9.5,84,7.98,1.52,7,Organic
user_1886,2010,9.4,83,7.802,1.598,6,Organic
user_1887,2017,9.3,3,0.279,9.021,7,Organic
user_1888,2009,9.3,84,7.812,1.488,7,Organic
user_1889,2018,9.3,94,8.742,0.558,1,Organic
user_1890,2009,9.2,47,4.324,4.876,7,Organic
user_1891,2015,9.1,0,0,9.1,5,Organic
user_1892,2018,9.1,89,8.099,1.001,4,Organic
user_1893,2010,9,92,8.28,0.72,7,Organic
user_1894,2017,8.8,90,7.92,0.88,7,Organic
user_1895,2011,8.8,56,4.928,3.872,7,Organic
user_1896,2010,8.6,75,6.45,2.15,7,Organic
user_1897,2014,8.5,80,6.8,1.7,7,Organic
user_1898,2019,8.4,94,7.896,0.504,7,Organic
user_1899,2009,8.4,66,5.544,2.856,7,Organic
user_1900,2010,8.1,99,8.019,0.081,4,Organic
user_1901,2012,8.1,79,6.399,1.701,3,Organic
user_1902,2009,8.1,96,7.776,0.324,7,Organic
user_1903,2010,8,29,2.32,5.68,7,Organic
user_1904,2013,8,98,7.84,0.16,7,Organic
user_1905,2012,7.7,100,7.7,0,7,Organic
user_1906,2018,7.6,95,7.22,0.38,7,Organic
user_1907,2019,7.6,4,0.304,7.296,7,Organic
user_1908,2017,7.6,72,5.472,2.128,7,Organic
user_1909,2011,7.5,95,7.125,0.375,5,Organic
user_1910,2010,7.5,95,7.125,0.375,7,Organic
user_1911,2018,7.5,97,7.275,0.225,6,Organic
user_1912,2009,7.1,99,7.029,0.071,7,Organic
user_1913,2018,6.9,9,0.621,6.279,7,Organic
user_1914,2021,6.9,98,6.762,0.138,3,Organic
user_1915,2018,6.9,94,6.486,0.414,7,Organic
user_1916,2018,6.8,95,6.46,0.34,2,Organic
user_1917,2012,6.8,90,6.12,0.68,4,Organic
user_1918,2019,6.6,17,1.122,5.478,7,Organic
user_1919,2010,6.5,80,5.2,1.3,7,Organic
user_1920,2012,6.4,67,4.288,2.112,7,Organic
user_1921,2010,6.3,92,5.796,0.504,7,Organic
user_1922,2018,6.2,97,6.014,0.186,7,Organic
user_1923,2018,6.1,99,6.039,0.061,3,Organic
user_1924,2010,6,12,0.72,5.28,7,Organic
user_1925,2019,6,30,1.8,4.2,7,Organic
user_1926,2010,5.9,78,4.602,1.298,7,Organic
user_1927,2020,5.8,90,5.22,0.58,1,Organic
user_1928,2011,5.7,50,2.85,2.85,7,Organic
user_1929,2019,5.7,85,4.845,0.855,7,Organic
user_1930,2016,5.6,99,5.544,0.056,3,Organic
user_1931,2020,5.5,4,0.22,5.28,7,Organic
user_1932,2019,5.5,1,0.055,5.445,7,Organic
user_1933,2020,5.5,31,1.705,3.795,7,Organic
user_1934,2018,5.5,34,1.87,3.63,5,Organic
user_1935,2011,5.4,84,4.536,0.864,7,Organic
user_1936,2014,5.4,96,5.184,0.216,7,Organic
user_1937,2012,5.2,100,5.2,0,3,Organic
user_1938,2013,5.1,97,4.947,0.153,7,Organic
user_1939,2017,5.1,96,4.896,0.204,7,Organic
user_1940,2018,4.9,94,4.606,0.294,7,Organic
user_1941,2017,4.6,98,4.508,0.092,7,Organic
user_1942,2012,4.5,87,3.915,0.585,7,Organic
user_1943,2011,4.3,21,0.903,3.397,7,Organic
user_1944,2019,4.3,0,0,4.3,7,Organic
user_1945,2013,4.2,85,3.57,0.63,7,Organic
user_1946,2020,4.2,81,3.402,0.798,7,Organic
user_1947,2010,4.2,51,2.142,2.058,7,Organic
user_1948,2014,4.1,98,4.018,0.082,7,Organic
user_1949,2013,4.1,60,2.46,1.64,7,Organic
user_1950,2013,4.1,66,2.706,1.394,6,Organic
user_1951,2015,4,54,2.16,1.84,7,Organic
user_1952,2019,3.9,96,3.744,0.156,3,Organic
user_1953,2016,3.9,68,2.652,1.248,7,Organic
user_1954,2015,3.9,96,3.744,0.156,2,Organic
user_1955,2012,3.9,69,2.691,1.209,7,Organic
user_1956,2009,3.8,99,3.762,0.038,4,Organic
user_1957,2010,3.8,78,2.964,0.836,7,Organic
user_1958,2010,3.7,87,3.219,0.481,6,Organic
user_1959,2010,3.6,12,0.432,3.168,7,Organic
user_1960,2019,3.6,60,2.16,1.44,2,Organic
user_1961,2018,3.6,96,3.456,0.144,2,Organic
user_1962,2010,3.6,87,3.132,0.468,7,Organic
user_1963,2015,3.6,8,0.288,3.312,7,Organic
user_1964,2018,3.5,31,1.085,2.415,2,Organic
user_1965,2018,3.5,91,3.185,0.315,5,Organic
user_1966,2012,3.4,82,2.788,0.612,7,Organic
user_1967,2015,3.4,86,2.924,0.476,7,Organic
user_1968,2011,3.3,1,0.033,3.267,7,Organic
user_1969,2013,3.2,91,2.912,0.288,7,Organic
user_1970,2009,3.2,72,2.304,0.896,7,Organic
user_1971,2019,3.1,90,2.79,0.31,6,Organic
user_1972,2019,3,89,2.67,0.33,3,Organic
user_1973,2017,3,100,3,0,7,Organic
user_1974,2013,3,82,2.46,0.54,2,Organic
user_1975,2018,2.9,87,2.523,0.377,1,Organic
user_1976,2010,2.9,56,1.624,1.276,7,Organic
user_1977,2010,2.9,96,2.784,0.116,7,Organic
user_1978,2020,2.8,2,0.056,2.744,7,Organic
user_1979,2010,2.8,97,2.716,0.084,6,Organic
user_1980,2017,2.7,99,2.673,0.027,1,Organic
user_1981,2014,2.7,50,1.35,1.35,7,Organic
user_1982,2017,2.7,97,2.619,0.081,7,Organic
user_1983,2010,2.6,84,2.184,0.416,5,Organic
user_1984,2019,2.5,1,0.025,2.475,7,Organic
user_1985,2019,2.5,89,2.225,0.275,7,Organic
user_1986,2011,2.4,71,1.704,0.696,4,Organic
user_1987,2014,2.4,99,2.376,0.024,3,Organic
user_1988,2013,2.3,80,1.84,0.46,7,Organic
user_1989,2010,2.3,0,0,2.3,7,Organic
user_1990,2012,2.3,0,0,2.3,7,Organic
user_1991,2019,2.2,5,0.11,2.09,2,Organic
user_1992,2019,2.2,100,2.2,0,4,Organic
user_1993,2012,2.2,96,2.112,0.088,7,Organic
user_1994,2017,2.1,100,2.1,0,2,Organic
user_1995,2019,2.1,98,2.058,0.042,3,Organic
user_1996,2015,2.1,94,1.974,0.126,3,Organic
user_1997,2019,2,90,1.8,0.2,7,Organic
user_1998,2010,1.1,13,0.143,0.957,7,Organic
user_1999,2019,0.98,0,0,0.98,5,Organic